BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,13300,81574,103760,HomeImp,ProfExe,6,0,0,118.9185,0,27,24.76962
0,13300,86360,116111,HomeImp,Mgr,8,0,0,232.2921,0,24,32.0127
0,13300,85532,115800,HomeImp,ProfExe,11,0,1,175.1915,0,27,34.23139
0,13300,,27136,HomeImp,,27,0,0,210.997,1,4,23.80715
0,13300,74609,115056,DebtCon,Other,6,0,0,77.44511,2,14,36.86921
0,13300,66174,79957,DebtCon,Other,2,,,175.9627,,34,31.56344
0,13300,66502,78138,DebtCon,Other,4,0,0,178.1121,1,16,33.79509
0,13300,79512,92224,DebtCon,Other,9,0,0,159.2071,4,22,38.9486
0,13300,55505,76841,DebtCon,Other,0,0,0,222.9131,0,10,32.96863
0,13300,50039,63784,DebtCon,Other,3,0,0,176.8462,0,13,27.86559
1,13300,25698,58760,HomeImp,Self,15,0,0,147.911,1,10,30.96208
0,13300,44952,56394,DebtCon,Other,,0,0,74.43599,0,14,41.06032
0,13300,49491,69028,DebtCon,ProfExe,16,0,0,195.8776,0,15,24.87751
0,13400,53699,68084,DebtCon,Other,3,0,0,169.8524,0,14,25.10971
1,13400,131524,148356,DebtCon,Other,4,1,0,110.7417,2,29,48.34023
0,13400,156455,180313,DebtCon,ProfExe,6,,1,210.7183,4,25,40.24737
0,13400,53294,69042,DebtCon,Other,0,0,0,214.362,0,9,36.30955
0,13400,88810,102409,HomeImp,Other,19,0,0,145.7566,4,24,31.33642
0,13400,102700,121216,DebtCon,,3,0,0,124.564,1,25,34.95328
1,13400,58307,71810,DebtCon,Other,9,0,2,82.70831,2,32,36.9478
0,13400,9698,65524,HomeImp,Other,9,1,0,345.5431,1,21,15.76192
0,13400,98701,129679,HomeImp,ProfExe,10,0,0,179.1279,2,32,29.54928
1,13400,111000,131000,DebtCon,ProfExe,14,0,0,165.3333,2,26,
0,13400,67941,84973,DebtCon,Office,6,1,3,179.9771,3,30,37.42894
0,13400,51225,69361,DebtCon,Other,0,0,0,261.1896,0,21,28.95307
0,13400,94102,114147,HomeImp,Office,2,0,0,137.7078,0,21,36.80162
0,13400,30507,47990,DebtCon,Other,7,,0,149.9353,6,29,38.92927
0,13400,65662,92050,DebtCon,Other,2,0,0,20.75922,1,3,42.00939
0,13400,78465,97506,DebtCon,Other,5,3,0,71.44366,1,21,24.4703
1,13400,5900,55320,HomeImp,Other,3,2,2,234.0218,3,16,19.0893
0,13400,60174,81944,DebtCon,Other,1,0,0,125.3854,3,9,36.22986
0,13400,100784,118708,,Office,15,0,0,268.1076,0,16,36.15872
0,13400,69612,87728,DebtCon,Other,3,,,165.0303,,35,30.44484
0,13400,66737,71117,DebtCon,ProfExe,0,0,0,163.1319,2,34,40.94387
0,13400,95084,117279,HomeImp,Office,4,0,0,145.9623,0,21,39.24467
0,13400,,33664,DebtCon,Other,13,,,108.217,2,8,31.61393
0,13400,87175,115530,HomeImp,ProfExe,13,0,1,180.9451,1,27,33.90006
0,13500,68262,93841,HomeImp,Office,26,0,0,159.617,1,14,40.75298
0,13500,59941,69336,HomeImp,Other,29,1,2,182.6957,1,24,35.51267
0,13500,63572,102739,HomeImp,ProfExe,7,0,0,250.5614,0,12,34.91379
0,13500,88738,114815,DebtCon,Office,9,0,0,239.7437,0,12,41.07712
0,13500,63150,77787,,Other,10,0,0,258.6215,0,27,29.33014
0,13500,71698,93536,DebtCon,Other,6,0,0,202.4659,2,19,42.81473
0,13500,59352,87767,HomeImp,Other,,0,0,300.5794,0,19,28.1183
0,13500,40023,67357,DebtCon,Mgr,,,,,,,38.31943
0,13500,44586,73764,DebtCon,Other,2,0,0,263.9312,0,21,29.9662
0,13500,40786,66872,DebtCon,Mgr,,,,,,,35.36414
0,13500,91734,114906,DebtCon,Other,12,0,0,211.8769,3,15,38.10421
0,13500,82036,104261,HomeImp,ProfExe,4,0,1,98.41775,0,33,39.2941
0,13500,109258,126101,DebtCon,,2,0,0,130.7766,1,25,33.53989
1,13500,73000,97000,DebtCon,Other,12,1,0,145.2,0,23,
1,13500,70000,93500,DebtCon,Sales,25,0,0,250.6333,0,46,
0,13500,47900,135500,DebtCon,Other,2,0,0,276.0667,5,43,
0,13500,42000,62800,DebtCon,ProfExe,6,0,0,153.1667,2,12,
1,13500,65000,,DebtCon,ProfExe,14,0,2,105.5,4,34,
1,13500,80223,108491,DebtCon,ProfExe,4,0,4,127.8,2,27,
1,13500,83673,109000,HomeImp,Mgr,2.3,0,1,238.4,3,57,
1,13500,28000,85999,DebtCon,Other,0,6,4,227.2667,6,37,
0,13500,89184,116848,DebtCon,ProfExe,13,0,0,174.5064,1,18,36.01089
0,13500,116123,145597,DebtCon,ProfExe,3,0,0,290.3108,0,46,34.69907
0,13500,67180,85634,DebtCon,Sales,5,0,0,147.3553,0,35,28.52255
0,13500,92989,111120,DebtCon,Other,13,0,0,209.4606,3,15,39.52184
0,13500,48832,144065,DebtCon,Other,1,0,0,268.5868,4,43,42.6924
0,13500,117604,136099,DebtCon,ProfExe,15,,0,188.261,1,32,31.63053
0,13500,124696,200707,HomeImp,Office,0,0,1,348.6695,0,16,39.5507
0,13500,117321,138746,DebtCon,ProfExe,14,,1,183.262,0,33,31.4868
0,13600,94727,112683,DebtCon,Other,11,0,0,209.1299,3,15,37.71411
0,13600,66754,80156,DebtCon,Other,5,0,0,238.6218,3,26,31.55271
0,13600,64799,84425,DebtCon,Office,14,0,0,115.3239,0,24,36.85086
0,13600,115816,212995,HomeImp,ProfExe,1,0,0,114.843,1,14,26.32511
0,13600,,35396,DebtCon,Other,11,,,101.7935,1,8,32.6695
0,13600,,71904,,,0,0,0,,0,0,3.265083
0,13600,87294,115183,HomeImp,ProfExe,11,0,2,185.3385,0,28,35.54981
0,13600,66178,104378,HomeImp,ProfExe,6,0,0,263.961,0,11,36.43847
0,13600,89937,110986,DebtCon,Sales,14,,2,146.7187,1,17,33.74712
0,13600,58539,67899,HomeImp,Other,29,1,2,194.2738,1,23,37.13442
0,13600,66098,76014,HomeImp,Office,12,0,0,245.6057,1,32,43.3962
0,13600,18232,75898,DebtCon,ProfExe,19,0,2,399.3557,0,12,21.26089
0,13600,55901,87519,DebtCon,Office,13,0,1,107.9131,0,23,36.32702
0,13600,41000,73440,DebtCon,Mgr,4,0,0,125.7667,1,9,
0,13600,55864,87500,DebtCon,ProfExe,9,0,0,193.7667,0,20,
1,13600,30200,43600,HomeImp,Other,0,8,1,230.3,0,18,
1,13600,70000,88000,DebtCon,Mgr,16,0,0,,0,0,
0,13600,90519,110885,DebtCon,Other,12,0,0,201.8356,3,16,39.66605
0,13600,12724,52016,HomeImp,Office,24,0,1,269.6287,0,19,28.17243
0,13600,81620,101933,DebtCon,Other,1,0,0,148.0673,0,22,41.6129
0,13600,7627,59173,HomeImp,Other,7,2,0,362.5123,1,22,14.26713
0,13600,159591,182585,DebtCon,ProfExe,7,,1,199.6986,3,25,42.31952
0,13600,101377,131079,HomeImp,ProfExe,10,0,0,174.3478,2,32,27.96914
0,13600,39997,56571,DebtCon,Other,6,0,0,111.0078,2,15,38.77314
0,13600,67354,81255,DebtCon,Office,10,0,0,255.3788,4,36,41.6254
0,13600,13202,50848,DebtCon,ProfExe,3,0,0,302.2019,0,16,16.77858
0,13600,112223,144451,DebtCon,ProfExe,0,0,0,259.7331,1,45,35.31022
0,13700,94650,109650,DebtCon,Office,3.5,0,1,268.8333,1,34,
0,13700,81378,108628,HomeImp,ProfExe,12,0,2,181.7225,0,27,32.65202
0,13700,96225,112676,HomeImp,Office,2,0,0,144.5336,1,22,38.78105
0,13700,38981,67536,DebtCon,Mgr,,,,,,,35.18816
0,13700,84761,95382,HomeImp,Office,,0,0,171.9458,1,25,41.96011
1,13700,74147,92427,DebtCon,Other,7,0,3,181.3058,0,33,39.27247
0,13700,89345,105590,DebtCon,ProfExe,6,0,0,201.0424,2,37,43.47168
0,13700,80300,98088,HomeImp,ProfExe,1,0,0,66.72395,0,20,36.51653
0,13700,90714,120292,DebtCon,Office,11,0,0,215.612,0,13,40.3043
1,13700,59012,81465,DebtCon,Mgr,12,0,0,167.4333,0,31,
0,13700,35825,66612,DebtCon,Office,22,0,0,231.9015,2,29,26.70247
0,13700,27536,45819,HomeImp,Other,7,0,0,73.45577,2,12,28.70919
0,13700,70018,89803,HomeImp,Office,24,0,0,154.7521,1,13,39.38991
0,13700,58788,87260,DebtCon,Office,14,0,0,103.6928,0,24,36.66532
1,13700,46000,81000,DebtCon,ProfExe,1.5,0,1,101.5667,0,25,
0,13700,64486,84759,DebtCon,Office,4,2,3,182.1803,3,29,37.07341
0,13700,86161,106737,HomeImp,Other,22,0,0,135.3327,4,23,29.40952
0,13700,12577,41075,DebtCon,Mgr,7,0,0,133.542,0,10,22.96477
0,13700,95065,123858,DebtCon,Other,9,0,0,176.9525,0,27,34.59684
0,13700,74015,113766,DebtCon,Other,7,0,0,75.89242,2,14,36.39537
0,13700,32942,40143,HomeImp,Other,8,0,0,65.00074,2,12,30.26837
0,13700,96597,120380,DebtCon,ProfExe,13,0,0,181.4049,1,17,34.31544
0,13700,70763,78449,DebtCon,Office,12,0,0,271.6567,5,36,40.56198
0,13700,53094,79069,HomeImp,Other,2,0,2,155.8153,0,13,29.55637
0,13700,60623,83979,HomeImp,Other,,0,0,308.1085,0,20,29.48253
0,13700,84996,112522,HomeImp,ProfExe,9,0,1,171.9534,0,28,32.8435
0,13700,46611,65031,DebtCon,Other,2,0,0,179.4433,0,13,37.70516
0,13700,77824,94840,DebtCon,Other,6,0,0,195.0422,3,19,43.33535
0,13700,88654,114011,HomeImp,Mgr,10,0,0,250.3296,0,25,30.97173
0,13700,73600,92000,DebtCon,ProfExe,9,1,2,347.9667,,42,
0,13700,59530,81068,DebtCon,Other,0,0,0,108.0191,3,10,37.84665
0,13800,,44459,HomeImp,Mgr,4,,,169.0054,,9,21.5329
0,13800,73688,94071,DebtCon,Office,9,0,0,221.2231,2,28,41.48214
0,13800,94843,125541,HomeImp,Mgr,2,0,2,159.2525,0,26,42.30524
0,13800,57481,89421,DebtCon,ProfExe,9,0,0,183.1094,0,19,22.6434
0,13800,76537,108747,DebtCon,Other,5,0,0,73.07524,1,14,34.25261
0,13800,77130,127000,DebtCon,ProfExe,15,0,0,296.3333,0,19,
1,13800,35807,40700,DebtCon,Other,1,0,0,91.26667,1,17,
0,13800,40674,61216,DebtCon,Other,,0,0,108.7902,2,19,40.9907
0,13800,31974,44417,HomeImp,Other,7,0,0,76.93312,1,12,30.42243
0,13800,85805,135789,DebtCon,ProfExe,15,0,0,303.6882,0,18,27.86908
0,13800,18714,47905,HomeImp,Office,25,0,0,259.103,0,19,29.47966
0,13800,,43082,HomeImp,Other,0,0,0,316.0362,0,9,26.16601
0,13800,21711,32357,DebtCon,Office,7,0,0,105.6662,0,17,20.33316
0,13800,85969,101664,HomeImp,ProfExe,0,0,0,68.58369,0,19,36.83942
0,13800,75142,95667,DebtCon,Mgr,19,0,0,230.4576,10,24,33.38331
1,13800,65178,79000,DebtCon,Office,11,0,3,111.6,1,23,
0,13800,152441,184723,DebtCon,ProfExe,6,,0,217.2421,3,25,40.82734
0,13800,78645,130104,DebtCon,ProfExe,16,0,0,295.7213,0,19,29.9666
0,13800,67762,80748,DebtCon,Sales,8,0,0,135.9486,0,35,27.19411
1,13800,97778,116814,DebtCon,Other,15,1,3,120.7814,1,22,23.20471
0,13800,,44092,HomeImp,Mgr,5,,,173.8759,,10,20.68238
0,13900,57700,74350,DebtCon,,8.5,,,,,,
1,13900,77699,92587,DebtCon,Other,13,0,2,134.6336,0,36,39.19615
1,13900,,,HomeImp,Other,4,0,2,209.4799,0,15,35.77489
0,13900,11413,81273,DebtCon,Other,7,0,0,239.0837,0,14,19.62615
0,13900,64356,88028,DebtCon,Office,13,0,0,111.81,0,24,39.00851
0,13900,96326,144668,HomeImp,ProfExe,15,0,0,142.0379,5,21,34.12275
0,13900,41641,53200,DebtCon,Other,,0,0,83.06247,0,15,42.40363
1,13900,56710,59348,HomeImp,Other,14,2,1,176.5303,0,39,24.39371
0,13900,68876,90813,HomeImp,Other,,0,0,284.4969,0,19,31.16415
0,13900,62968,84947,DebtCon,Office,13,0,0,239.7732,3,37,42.23619
0,13900,65437,94518,DebtCon,ProfExe,10,0,0,182.4008,0,19,21.29608
0,13900,155486,178789,DebtCon,ProfExe,7,,1,192.4823,4,26,41.17671
0,13900,80960,100730,DebtCon,Other,0,0,0,153.0876,0,22,40.19531
0,13900,62103,80000,DebtCon,Office,5.5,0,0,120.7,1,20,
0,13900,78442,105065,HomeImp,ProfExe,0,0,0,71.55048,0,19,34.75171
0,13900,,40881,HomeImp,Other,0,0,0,297.9071,1,8,25.94071
0,13900,84427,114209,HomeImp,ProfExe,12,0,2,180.1874,0,27,33.35187
1,13900,144263,167164,DebtCon,ProfExe,8,2,6,111.5886,5,38,91.6126
0,13900,95351,117381,DebtCon,Office,12,0,0,210.2021,0,11,41.011
0,13900,71425,81012,DebtCon,Other,2,0,0,242.9405,2,26,32.17504
1,13900,51653,85578,DebtCon,Other,13,0,0,90.27308,0,7,41.69338
0,13900,80836,93912,DebtCon,Other,5,2,0,69.26841,0,20,23.91635
0,13900,127259,194233,HomeImp,Office,1,0,1,341.6435,0,16,40.10766
1,13900,103030,114131,DebtCon,Mgr,3,0,0,,0,0,38.39422
1,13900,,80868,DebtCon,ProfExe,18,0,0,278.3014,1,7,43.3132
0,13900,85358,101401,DebtCon,Other,0,0,0,145.7941,0,22,40.11441
0,13900,88746,108160,HomeImp,Mgr,9,0,0,234.949,0,25,30.95144
0,13900,77007,96718,DebtCon,ProfExe,8,2,0,183.6087,0,30,26.43131
0,13900,50415,68166,DebtCon,Other,10,0,0,235.681,0,17,33.77004
0,13900,48110,63601,DebtCon,ProfExe,5,0,0,153.7354,1,12,29.96469
0,13900,63831,81378,DebtCon,,9,,,,,,24.37105
0,13900,,27779,DebtCon,Other,12,,,95.94867,1,9,34.16635
0,13900,47741,69111,DebtCon,Other,2,0,0,254.2596,0,21,28.88562
0,13900,33403,69878,DebtCon,ProfExe,8,0,0,259.8133,1,16,23.73522
0,14000,99652,113012,,Office,17,1,0,255.9614,0,16,35.45381
0,14000,51721,61193,DebtCon,Other,0,0,0,186.9994,2,12,25.81001
1,14000,,28992,HomeImp,Other,,0,0,342.0667,2,14,
0,14000,,,,,,,,,,,25.68971
0,14000,92583,114379,DebtCon,Other,10,0,0,169.4483,0,27,34.13077
0,14000,37019,57125,DebtCon,Other,,0,0,69.82355,0,15,41.63706
0,14000,,58407,,,8,0,0,107.5333,0,15,
0,14000,83645,101615,HomeImp,ProfExe,5,0,0,116.3377,0,26,28.29673
1,14000,67881,93390,DebtCon,,,,,,,,
1,14000,,42500,DebtCon,Other,,,,,,,
0,14000,62000,88500,HomeImp,Office,9,,,107.3667,0,11,
0,14000,27872,48125,HomeImp,Other,10,0,0,115.6,1,10,
0,14000,42767,60950,DebtCon,Other,7,0,1,117.6667,3,49,
0,14000,92739,125000,DebtCon,Mgr,6,,,248.6,3,42,
0,14000,32000,48500,DebtCon,ProfExe,4,0,0,255.6667,1,35,
0,14000,42000,60000,DebtCon,Mgr,27,1,0,281.0667,1,17,
1,14000,64000,78000,,ProfExe,7.4,0,0,174.4333,0,20,
1,14000,65000,,,Other,23,0,3,109.5667,1,15,
1,14000,139000,159000,DebtCon,Mgr,13,0,1,171.4333,1,32,
1,14000,85200,,HomeImp,Other,8,1,0,188.6667,4,17,
1,14000,46400,,DebtCon,Other,18,0,1,145.0667,1,14,
1,14000,49207,70525,DebtCon,Office,3,3,3,205.9667,2,51,
0,14000,46541,64338,DebtCon,Other,0,0,0,204.4094,1,12,28.3648
0,14000,59736,97411,DebtCon,ProfExe,7,0,0,200.1554,1,19,20.11698
0,14000,63451,105702,HomeImp,ProfExe,8,0,0,257.2263,1,12,33.90306
0,14000,50890,68722,DebtCon,Other,8,0,1,135.7685,2,49,29.44805
0,14000,73062,88783,DebtCon,Other,6,0,0,211.1026,2,18,42.25458
0,14000,43173,65985,HomeImp,ProfExe,5,0,0,215.9859,3,18,37.14869
1,14000,,,HomeImp,Other,17,0,7,184.6132,0,12,18.19428
0,14100,98856,143292,HomeImp,ProfExe,13,0,0,105.7717,4,21,37.45828
0,14100,79345,135554,DebtCon,ProfExe,15,0,0,301.564,0,19,29.17813
0,14100,36309,53321,HomeImp,Other,8,0,0,110.2064,1,10,19.18791
1,14100,52302,63589,HomeImp,ProfExe,6,0,0,130.3425,4,8,34.79283
0,14100,59402,91057,DebtCon,ProfExe,8,0,0,194.6346,0,20,22.02326
0,14100,54081,68577,DebtCon,Other,8,0,0,237.6823,0,17,33.08902
1,14100,43927,60000,DebtCon,Other,0,0,0,0,12,8,
0,14100,51723,77207,DebtCon,ProfExe,21,0,0,199.533,0,15,25.09215
0,14100,81894,98285,DebtCon,Mgr,6,0,0,151.4711,1,26,42.28214
0,14100,86730,117667,DebtCon,ProfExe,1,0,2,134.3556,0,34,31.98051
0,14100,86996,108452,HomeImp,Other,19,0,0,134.9933,4,24,29.77895
0,14100,49927,67761,DebtCon,Mgr,26,0,0,276.5499,1,16,36.59939
0,14100,65994,80037,DebtCon,,8,,,,,,27.7352
1,14100,61036,84979,HomeImp,Mgr,1,0,0,174.5912,2,23,50.27621
0,14200,102512,128657,HomeImp,ProfExe,8,0,0,178.339,3,32,27.54114
0,14200,84718,103804,HomeImp,Other,21,0,0,123.6636,4,23,30.63535
0,14200,34558,40754,HomeImp,Other,8,0,0,76.43121,2,11,31.04118
0,14200,,31671,DebtCon,Other,13,,,82.99127,2,8,33.2151
0,14200,94696,121528,DebtCon,Office,10,0,0,209.0518,0,12,39.64882
0,14200,44412,72946,DebtCon,ProfExe,19,0,0,196.1321,0,15,23.7732
1,14200,68750,88627,DebtCon,Other,10,0,1,219.6728,0,32,34.63996
0,14200,46320,62044,DebtCon,Other,6,0,0,106.9839,2,49,29.05791
0,14200,73533,88924,DebtCon,Mgr,21,0,0,232.3533,10,23,36.47071
0,14200,71979,86443,DebtCon,Other,2,0,0,238.2643,3,25,32.13677
1,14200,100663,122021,DebtCon,ProfExe,0,0,0,139.984,0,20,43.79746
1,14200,,49060,DebtCon,Other,,,,,,,24.70164
0,14200,100664,129166,DebtCon,Mgr,4,,,255.6876,2,41,38.74676
0,14200,64235,76965,DebtCon,,9,,,,,,24.83596
0,14200,60570,74648,DebtCon,ProfExe,2,0,0,137.8411,2,35,40.28976
0,14200,102789,123691,DebtCon,,3,0,0,127.06,1,26,31.33876
0,14200,83231,99400,HomeImp,ProfExe,6,0,0,130.1675,1,26,27.17296
1,14300,52260,73000,DebtCon,Mgr,0.6,1,3,62.9,0,17,
0,14300,43826,70517,DebtCon,Other,0,0,0,260.0849,0,20,28.83993
0,14300,85631,100000,HomeImp,Other,20,0,0,144.9993,3,23,30.13064
0,14300,19111,49794,HomeImp,Office,23,0,0,262.3067,0,19,30.93368
0,14300,67018,81805,DebtCon,Other,1,0,0,253.5925,3,25,30.68622
0,14300,,63319,,,0,0,0,,0,0,3.960859
0,14300,111623,127049,DebtCon,,2,0,0,145.1019,1,26,34.42963
0,14300,60811,89324,DebtCon,ProfExe,8,0,0,205.683,0,20,20.98981
0,14300,45615,80818,DebtCon,Mgr,4,0,0,115.1369,0,9,28.73834
0,14300,81000,100000,DebtCon,Office,30,,1,333.8333,2,50,
0,14300,21828,38000,DebtCon,Mgr,17,1,0,103.5,1,17,
1,14300,37000,54000,DebtCon,,0,0,0,320.6333,2,26,
0,14300,33261,41835,DebtCon,Other,9,,0,155.1432,6,28,40.50296
0,14300,93989,117410,DebtCon,Office,10,0,0,220.8992,0,12,39.8775
0,14300,85478,113372,DebtCon,ProfExe,9,0,0,190.753,1,36,40.77814
0,14300,,41870,HomeImp,Other,0,0,0,314.4683,0,8,27.60892
0,14300,,29115,DebtCon,Other,14,,,82.06641,2,7,32.76979
0,14300,94062,102052,DebtCon,Sales,14,,2,133.3781,1,17,35.71661
0,14300,80299,123339,,,,,,,,,35.31117
0,14300,31607,70118,DebtCon,ProfExe,6,0,0,255.7196,0,15,23.06291
0,14300,52608,76936,DebtCon,Other,0,0,0,217.2772,0,9,34.09538
0,14300,70322,88626,DebtCon,Other,3,0,0,244.8399,2,26,32.64754
0,14300,89984,121189,HomeImp,Mgr,4,0,2,137.5978,0,25,41.61333
0,14400,64500,83000,DebtCon,Other,10,0,0,83.2,3,11,
0,14400,34291,68444,DebtCon,ProfExe,6,0,0,262.0792,1,15,21.98107
0,14400,77366,130330,DebtCon,ProfExe,14,0,1,285.2001,1,18,28.17165
0,14400,63671,70982,DebtCon,ProfExe,0,0,0,169.3466,1,34,42.79163
0,14400,,69712,,,0,0,0,,0,0,2.553522
0,14400,20996,41987,DebtCon,Mgr,9,0,0,120.9555,0,10,21.11871
0,14400,32683,48467,HomeImp,Other,11,0,0,114.412,0,10,21.46972
0,14400,46955,67304,DebtCon,Other,2,0,0,171.6225,0,13,36.55519
0,14400,61121,88844,HomeImp,Other,,0,0,295.7921,0,20,30.30377
0,14400,78965,90729,DebtCon,Mgr,4,0,0,132.6603,2,26,39.68696
0,14400,89605,106290,HomeImp,Other,20,0,0,121.7476,4,24,29.30355
0,14400,45516,63924,DebtCon,Other,,0,0,109.3308,1,19,40.87199
0,14400,75360,105737,HomeImp,ProfExe,8,0,0,121.298,1,27,24.7619
0,14400,79288,92391,DebtCon,ProfExe,8,0,1,341.5016,,41,39.4355
0,14400,46551,68545,DebtCon,Other,7,0,0,118.7465,3,49,29.57126
0,14400,80123,102223,DebtCon,ProfExe,9,2,0,176.4183,0,30,27.64495
0,14400,45138,52029,DebtCon,Other,,0,0,94.38539,0,15,40.13605
0,14400,111914,142105,DebtCon,ProfExe,3,0,0,284.517,1,46,32.91138
0,14400,100487,118911,DebtCon,Other,11,0,0,179.341,0,27,35.85286
0,14400,78777,103344,HomeImp,ProfExe,5,0,0,104.4046,1,27,24.35086
0,14500,52440,62150,DebtCon,Other,4,0,0,174.6769,0,13,27.19172
0,14500,71511,88632,DebtCon,Other,9,0,0,85.74815,2,11,31.54781
0,14500,54927,63177,DebtCon,Other,3,0,0,178.9362,0,14,27.06223
0,14500,,30625,DebtCon,Other,11,,,89.85658,2,9,33.47451
0,14500,70896,91652,HomeImp,Office,24,0,0,163.9916,2,13,41.49282
0,14500,35799,51720,HomeImp,Other,10,0,0,123.2181,1,9,18.32494
0,14500,67956,80318,DebtCon,Other,1,0,0,233.3973,2,26,31.31642
1,14500,38986,49970,HomeImp,Other,1,8,1,220.9173,0,17,47.91452
1,14500,69115,98900,DebtCon,Other,18,0,0,177.8667,,11,
0,14500,49348,68000,DebtCon,Office,0.2,0,0,178.6,0,25,
1,14500,149000,,DebtCon,ProfExe,25,0,2,384.5,0,71,
0,14500,100685,129840,HomeImp,ProfExe,9,0,0,166.8464,2,32,27.52723
0,14500,67631,89458,DebtCon,Other,4,0,0,24.95553,1,4,39.10373
0,14500,59465,78444,DebtCon,,7,,,,,,24.53995
0,14500,,35183,DebtCon,Other,12,,,94.36325,1,8,32.605
0,14500,78503,90558,DebtCon,Mgr,19,0,0,250.4523,10,24,36.87623
0,14500,41911,54985,DebtCon,ProfExe,4,0,0,254.6645,0,35,38.72468
0,14600,54040,66442,DebtCon,Other,6,0,0,237.5993,0,18,34.88344
0,14600,,66776,,,8,0,0,118.9761,0,14,25.96306
0,14600,15411,50493,HomeImp,Office,24,0,0,259.7469,0,19,30.56871
0,14600,58229,74027,DebtCon,Other,2,0,0,228.5604,0,9,34.12424
0,14600,68182,83091,DebtCon,Office,5,0,0,135.8484,0,19,24.68414
0,14600,46057,63603,DebtCon,Other,,0,0,107.121,2,19,41.93204
0,14600,59658,80384,DebtCon,,8,,,,,,25.19287
1,14600,124000,168000,DebtCon,ProfExe,4,0,0,146.8667,2,29,
0,14600,4810,88000,HomeImp,Other,14,0,1,266.8333,0,23,
0,14600,206126,235912,HomeImp,ProfExe,10,0,0,236.5081,0,21,30.18122
0,14600,28050,49244,HomeImp,Other,9,0,0,122.1166,1,9,20.82877
0,14600,16535,46993,HomeImp,Office,24,0,0,260.8915,0,20,28.18984
0,14600,76194,106461,DebtCon,Other,4,0,0,80.7062,1,13,34.52955
1,14600,21340,44605,DebtCon,Office,13,0,0,126.7304,0,5,36.46319
1,14600,67997,87000,DebtCon,Other,11,1,,93.33333,3,23,
0,14600,82698,104963,DebtCon,Office,30,,1,344.282,1,50,33.97428
0,14600,6871,52457,DebtCon,ProfExe,4,0,0,317.244,0,16,17.61791
0,14600,51613,77912,DebtCon,Office,0,0,0,182.8826,0,25,32.22445
0,14600,86199,95034,HomeImp,Office,,0,0,164.2951,1,25,41.546
0,14600,82051,118505,,,,,,,,,35.89056
0,14600,82837,95796,DebtCon,Other,0,0,0,148.3552,0,23,42.03308
0,14600,63475,89430,HomeImp,Other,,0,0,286.3018,0,19,28.63806
0,14700,49264,68591,DebtCon,Other,9,0,0,237.8392,0,18,31.2567
0,14700,99343,125821,DebtCon,Mgr,5,,,257.0475,2,41,39.83208
0,14700,30306,44195,HomeImp,Other,9,0,1,87.43123,2,12,29.40494
0,14700,47177,68456,HomeImp,ProfExe,3,0,0,193.6851,2,18,34.54253
0,14700,30210,42751,DebtCon,Mgr,17,0,0,86.64182,0,17,23.39736
1,14700,51829,69136,DebtCon,Other,14,0,0,169.9853,0,18,35.63539
1,14700,148396,162403,DebtCon,Mgr,13,0,0,163.499,0,31,35.42842
0,14700,,,,,,,,,,,24.59538
0,14700,10098,51653,DebtCon,ProfExe,3,0,0,302.6525,0,16,18.42392
0,14700,76888,96552,DebtCon,ProfExe,9,2,0,189.5639,0,30,29.41771
0,14700,89448,115380,DebtCon,Office,11,0,0,222.8151,0,12,40.5248
1,14700,94672,,,Other,14,0,1,67.03803,0,11,40.31743
0,14700,106417,123580,HomeImp,ProfExe,9,0,0,166.4961,3,31,29.31671
0,14700,27235,39102,HomeImp,Other,8,0,0,71.42082,2,11,29.1517
0,14700,77565,101320,HomeImp,ProfExe,6,0,0,120.8274,0,26,25.2762
0,14700,33150,46053,HomeImp,Other,8,0,0,76.91472,2,11,30.69643
0,14700,65660,81937,DebtCon,Office,2,0,0,106.6575,1,19,25.19781
0,14700,35164,68061,DebtCon,ProfExe,5,0,0,245.6706,1,16,23.11229
0,14700,14275,90376,HomeImp,Other,14,0,1,273.6025,0,23,26.84248
0,14700,76931,94245,DebtCon,Other,5,3,0,78.68752,0,21,25.43031
1,14700,63000,89250,DebtCon,ProfExe,4,0,0,87.46667,0,28,
0,14700,82967,114835,,,,,,,,,34.47807
0,14700,90662,111778,DebtCon,ProfExe,1,1,1,148.4232,0,33,31.7701
0,14700,35832,66260,DebtCon,ProfExe,7,0,0,277.7941,0,16,23.70536
0,14800,76875,95893,DebtCon,Other,4,2,0,88.75457,0,21,24.2247
0,14800,90722,105695,DebtCon,Office,31,,0,321.4084,2,50,35.24074
0,14800,48910,70039,DebtCon,Other,8,0,1,94.9716,3,48,30.9205
0,14800,100255,116160,DebtCon,Other,10,0,0,184.7772,0,26,34.48399
0,14800,53738,66258,DebtCon,Other,7,0,0,240.8634,0,17,34.5325
0,14800,50570,69422,DebtCon,Other,3,0,0,191.1779,0,13,36.64708
1,14800,,,HomeImp,ProfExe,0,,,,,,
0,14800,64365,85272,DebtCon,Other,0,1,0,242.5524,2,26,29.81963
1,14800,63800,96500,HomeImp,Mgr,9,0,4,185.4333,2,14,
0,14800,,43475,DebtCon,Other,,,,339.7,,17,
0,14800,49000,98900,HomeImp,Other,0.1,0,3,51.66667,1,10,
0,14800,38000,59000,DebtCon,,6,1,0,107.5333,2,10,
